国家,行政区名称,Alpha,Beta,Sigma_km,"Corr(Y, λ)",p_value,显著
Yemen,Jiblah,0.0,0.46558158268861133,149.9990258407422,0.0,0.5,
Yemen,Monabbih,0.0,0.6934406098118543,149.99999939071793,0.0,0.5,
Yemen,Qatabir,0.0,0.6918343862259835,149.99999863181762,0.0,0.5,
Yemen,Sahar,0.0,0.6905284433439124,149.99999822852237,0.0,0.5,
Yemen,Sa'adah,0.0,0.6907698125408537,149.99999863695572,0.0,0.5,
Yemen,Al Haymah Ad Dakhiliyah,0.0,0.46557826601432284,149.99909116999336,0.0,0.5,
Yemen,Al Haymah Al Kharijiyah,0.0,0.4656597608224356,149.99908164387313,0.0,0.5,
Yemen,Al Husn,0.0,0.5927711917754677,149.99958549090715,0.0,0.5,
Yemen,Saqayn,0.0,0.6883794036445819,149.9999972336397,0.0,0.5,
Yemen,Arhab,0.0,0.5923930797983188,149.9996120578653,0.0,0.5,
Yemen,Bani Hushaysh,0.0,0.6878443421097966,149.99999743041639,0.0,0.5,
Yemen,Bilad Ar Rus,0.0,0.5960587240727556,149.9996184933395,0.0,0.5,
Yemen,Bani Matar,0.0,0.691446978341026,149.9999983056016,0.0,0.5,
Palestine,Khan Yunis,0.0,0.6837338347262685,150.00000111299286,0.0,0.5,
Palestine,Bethlehem,0.0,0.6898625475812448,150.00000258502692,0.0,0.5,
Palestine,Jenin,0.0,0.6860230762635284,150.00000218664883,0.0,0.5,
Palestine,Qalqilya,0.0,0.6909451934635766,150.00000110647878,0.0,0.5,
Yemen,Hamdan,0.0,0.6927932907556468,149.99999774393697,0.0,0.5,
Yemen,Khwlan,0.0,0.4654052713735048,149.99905273453345,0.0,0.5,
Yemen,Manakhah,0.0,0.5472480300175532,149.99942914950253,0.0,0.49999784713083545,
Yemen,Nihm,0.0,0.678640490104122,149.9999986202662,0.0,0.5,
Yemen,Sanhan,0.0,0.6879163229601476,149.9999975935416,0.0,0.5,
Yemen,Ain,0.0,0.6889049625167546,149.99998493371504,0.0,0.5,
Yemen,Ataq,0.0,0.6902592638447257,149.999997446677,0.0,0.5,
Yemen,Hatib,0.0,0.4692598484938855,149.99896192276424,0.0,0.5,
Yemen,Merkhah Al Ulya,0.0,0.6908668776756719,149.99999829311633,0.0,0.5,
Yemen,Merkhah As Sufla,0.0,0.6193818291100857,149.99973652536116,0.0,0.5,
Yemen,Nisab,0.0,0.01,149.99896330425616,0.0,0.5,
Yemen,Rudum,0.0,0.4654598052908639,149.9989348926464,0.0,0.5,
Palestine,Tiran and Karvan,0.0,0.46757008987135945,149.99977830419706,0.0,0.5,
Yemen,Sabir Al Mawadim,0.0,0.6908741463600451,149.99999924862246,0.0,0.5,
Yemen,Salh,0.0,0.689328851874639,149.99999887397914,0.0,0.5,
Yemen,Sama,0.0,0.4651857138670839,149.99903436205202,0.0,0.5,
